id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
27353,1,17,2,9147,1,1,120.0,1,37,38,7,7,111.3,1,0,0,1,0,0,20,0,0,5,12,1,12.0,0,0,5,8,0,0.0,0,8.9,1.4,3.51,Dropout
27354,1,17,1,9853,1,1,122.0,1,37,37,5,8,114.7,0,0,0,1,0,1,18,0,0,7,11,6,11.666666666666666,0,0,7,7,6,12.666666666666666,0,13.9,-0.3,0.79,Graduate
27355,1,17,1,9670,1,1,134.0,1,19,38,7,7,128.7,1,0,0,1,0,1,18,0,0,6,8,6,12.666666666666666,0,0,6,10,6,13.0,0,8.9,1.4,3.51,Graduate
27356,1,17,1,9853,1,1,127.0,1,19,38,4,5,122.8,1,0,0,1,0,0,20,0,0,6,10,4,12.5,0,0,6,9,6,11.5,0,12.7,3.7,-1.7,Enrolled
27357,1,1,1,9238,1,1,125.0,1,1,19,3,3,118.2,0,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,10,4,12.5,0,16.2,0.3,-0.92,Enrolled
27358,1,7,1,9130,1,3,150.0,1,37,37,6,6,150.0,0,0,0,1,1,0,35,0,3,5,14,5,13.666666666666666,0,0,5,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
27359,1,39,2,8014,0,9,133.1,1,1,37,4,9,120.0,0,0,0,0,1,0,25,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
27360,1,17,2,9085,1,1,145.0,1,19,38,5,6,128.6,1,0,0,1,0,0,19,0,0,5,10,5,11.714285714285714,1,0,5,6,5,12.2,0,12.7,3.7,-1.7,Enrolled
27361,1,17,2,9853,1,1,112.0,1,19,38,9,9,107.1,0,0,0,1,0,0,19,0,0,7,8,7,12.142857142857142,0,0,7,8,6,13.666666666666666,0,12.4,0.5,1.79,Enrolled
27362,1,1,1,9773,1,1,117.0,1,1,19,7,7,113.5,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Dropout
27363,1,43,1,9238,1,1,123.0,1,38,37,9,8,140.9,1,0,0,1,0,0,21,0,3,6,6,6,12.833333333333334,0,2,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate
27364,1,1,1,9238,1,1,145.0,1,1,19,3,3,133.9,0,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.5,0,10.8,1.4,1.74,Graduate
27365,2,39,1,9991,0,1,130.0,1,37,37,9,9,140.0,0,0,1,0,0,0,31,0,0,5,5,5,12.0,0,0,5,5,4,12.25,0,9.4,-0.8,-3.12,Dropout
27366,1,17,1,171,1,1,141.0,1,19,37,9,9,130.2,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
27367,1,1,1,9500,1,1,148.0,1,3,1,2,9,141.0,0,0,0,1,0,0,19,0,0,7,9,5,12.62,0,0,8,8,5,13.125,0,13.9,-0.3,0.79,Enrolled
27368,1,1,1,9500,1,1,118.0,1,1,19,9,10,113.1,1,0,0,1,0,0,19,0,0,7,7,7,13.79857142857143,0,0,8,8,8,14.75625,0,13.9,-0.3,0.79,Graduate
27369,1,17,2,9147,1,1,136.0,1,19,37,4,5,121.0,1,0,0,1,0,0,18,0,0,5,8,4,10.75,0,0,5,8,3,11.666666666666666,0,10.8,1.4,1.74,Enrolled
27370,1,1,3,9500,1,1,145.0,1,38,37,7,7,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
27371,1,7,1,9991,0,40,120.0,1,37,19,3,3,120.0,0,0,0,1,0,0,27,0,2,6,11,4,11.0,0,2,6,11,4,11.5,0,11.1,0.6,2.02,Dropout
27372,1,17,6,9500,1,1,128.0,1,19,37,9,10,124.5,1,0,0,1,0,0,19,0,0,7,7,7,13.371428571428572,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
27373,1,1,2,9500,1,1,131.0,1,1,37,4,4,126.1,1,0,0,1,0,1,19,0,0,7,7,7,12.495714285714286,0,0,8,8,7,12.242857142857144,0,12.4,0.5,1.79,Graduate
27374,1,1,3,9773,1,1,145.0,1,19,19,4,7,138.9,1,0,0,1,0,1,18,0,0,6,7,6,13.166666666666666,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,Graduate
27375,1,1,1,9670,1,1,132.0,1,1,1,5,4,119.4,1,0,0,1,0,0,18,0,0,6,8,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate
27376,1,1,2,9500,1,1,133.1,1,19,1,5,7,96.0,0,0,0,1,0,0,19,0,0,7,7,7,14.901428571428571,0,0,8,8,0,0.0,0,11.1,0.6,2.02,Dropout
27377,2,1,2,9500,1,1,143.0,1,1,19,5,5,128.7,1,0,0,1,0,0,18,0,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate
27378,1,1,5,9773,1,1,124.0,1,1,38,4,3,113.9,1,0,1,0,0,0,20,0,0,6,12,3,11.666666666666666,0,0,6,9,4,10.2,0,12.4,0.5,1.79,Dropout
27379,1,44,1,9003,1,39,130.0,1,1,3,6,6,130.0,1,0,0,1,1,0,21,0,0,6,11,6,13.314285714285717,0,0,6,12,6,13.5,0,16.2,0.3,-0.92,Graduate
27380,1,1,2,9853,1,1,121.0,1,19,19,3,8,116.1,1,0,0,1,0,0,18,0,0,6,7,5,12.6,0,0,6,6,5,11.2,0,12.7,3.7,-1.7,Enrolled
27381,1,1,1,9238,1,1,100.0,1,38,38,9,9,100.0,0,0,1,1,0,1,20,0,0,6,7,6,12.0,0,0,6,7,6,13.0,0,11.1,0.6,2.02,Graduate
27382,1,44,1,9085,1,39,150.0,1,19,1,9,6,150.0,1,0,0,1,0,1,21,0,2,6,9,6,12.0,0,1,6,15,4,11.75,0,12.4,0.5,1.79,Graduate
27383,1,1,6,9773,1,1,124.0,1,37,37,6,6,122.1,1,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
27384,1,1,1,9500,1,1,141.0,1,3,38,2,10,128.4,1,0,0,1,0,0,18,0,0,7,9,7,13.3,0,0,8,8,8,14.345,0,15.5,2.8,-4.06,Graduate
27385,1,7,1,9147,1,3,130.0,1,1,19,4,8,130.0,0,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
27386,1,16,1,9500,1,1,146.0,1,3,1,4,5,133.5,1,0,0,1,0,0,18,0,0,8,12,5,13.85,0,0,8,12,5,13.85,0,9.4,-0.8,-3.12,Enrolled
27387,1,17,3,9773,1,1,131.0,1,19,37,9,9,126.9,1,0,0,1,0,1,18,0,0,6,12,5,13.0,0,0,6,8,6,13.0,0,11.1,0.6,2.02,Graduate
27388,1,39,1,9254,1,19,133.1,1,37,37,7,7,100.0,0,0,0,1,0,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
27389,1,17,1,9130,1,1,160.0,1,9,19,4,6,149.2,0,0,0,1,0,0,18,0,0,5,9,1,13.0,0,0,5,6,4,12.0,0,7.6,2.6,0.32,Dropout
27390,1,39,1,9991,0,1,120.0,1,1,19,5,9,130.0,0,0,0,1,1,0,27,0,0,5,11,2,11.5,0,0,5,9,4,10.75,1,16.2,0.3,-0.92,Enrolled
27391,1,1,1,9254,1,1,121.0,1,19,19,3,3,114.3,0,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
27392,1,1,6,9500,1,1,147.0,1,4,1,2,4,134.3,1,0,0,1,0,0,18,0,0,8,8,7,14.24,0,0,8,8,8,14.24,0,9.4,-0.8,-3.12,Graduate
27393,1,1,1,9238,1,1,136.0,1,1,38,4,7,125.1,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.833333333333334,0,8.9,1.4,3.51,Graduate
27394,1,39,1,9254,1,1,100.0,1,19,1,9,9,130.0,1,0,0,0,1,0,24,0,0,6,8,5,11.4,0,0,6,12,3,10.166666666666666,0,10.8,1.4,1.74,Dropout
27395,1,17,1,9853,1,1,132.0,1,1,37,4,7,126.9,1,0,0,1,0,0,18,0,0,6,10,5,11.5,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,Enrolled
27396,1,17,2,9238,1,1,140.0,1,38,37,7,7,127.0,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
27397,1,17,1,9670,1,1,126.0,1,1,38,9,9,118.0,1,0,0,1,0,0,19,0,0,6,7,6,13.0,0,0,6,12,4,14.6,0,12.4,0.5,1.79,Graduate
27398,1,44,1,9085,1,1,140.0,1,3,3,4,2,140.0,1,0,0,1,0,0,20,0,0,6,7,6,14.857142857142858,0,0,6,10,5,13.8,0,13.9,-0.3,0.79,Dropout
27399,1,39,1,9003,1,19,133.1,1,37,37,9,9,131.0,0,0,0,1,0,0,24,0,0,6,7,6,13.571428571428571,0,0,6,8,6,12.375,0,13.9,-0.3,0.79,Graduate
27400,1,1,2,9773,1,1,153.0,1,37,38,9,9,147.9,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,15.0,0,12.4,0.5,1.79,Graduate
27401,1,17,1,9238,1,1,136.0,1,19,38,7,7,122.7,0,0,0,1,0,0,18,0,0,6,10,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled
27402,1,44,1,9085,1,39,140.0,62,2,1,2,7,140.0,0,0,1,0,0,0,20,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
27403,1,17,1,9853,1,1,138.0,1,1,19,9,7,131.4,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,13.75,0,13.9,-0.3,0.79,Dropout
27404,1,1,2,9670,1,1,133.1,1,37,38,9,8,116.0,1,0,0,1,1,0,21,0,0,6,8,6,12.125,0,0,6,9,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
27405,1,7,1,9991,0,3,130.0,1,19,37,9,9,130.0,0,0,0,1,0,0,25,0,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout
27406,1,17,1,9773,1,1,121.0,1,38,38,5,8,125.5,0,0,0,1,1,1,20,0,0,6,7,5,11.4,0,0,6,8,5,12.4,0,10.8,1.4,1.74,Enrolled
27407,2,39,2,9500,1,1,133.1,1,19,38,8,7,109.8,0,0,1,0,0,0,27,0,0,4,8,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,Dropout
27408,1,1,1,9500,1,1,133.1,1,19,37,9,7,119.3,0,0,0,1,0,1,19,0,0,8,8,8,13.78125,0,0,8,8,8,13.78125,0,9.4,-0.8,-3.12,Graduate
27409,1,1,1,9147,1,1,125.0,1,19,37,9,8,121.5,1,0,0,1,0,0,19,0,0,5,6,4,11.25,0,0,5,8,4,11.142857142857142,0,10.8,1.4,1.74,Enrolled
27410,1,1,1,9238,1,1,126.0,1,1,1,4,7,116.9,1,0,0,1,0,0,18,0,0,6,10,5,11.6,0,0,6,8,4,11.25,0,11.1,0.6,2.02,Enrolled
27411,1,1,2,9773,1,1,120.0,1,37,37,9,5,111.9,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
27412,2,39,1,8014,0,1,140.0,1,37,37,7,7,130.0,0,0,0,1,0,0,37,0,0,6,15,3,12.666666666666666,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,Dropout
27413,1,17,1,9238,1,1,128.0,1,3,3,2,2,116.5,1,0,0,1,0,0,18,0,0,6,8,6,13.0,0,0,6,6,6,14.166666666666666,0,12.4,0.5,1.79,Graduate
27414,1,39,1,9991,0,1,120.0,1,37,37,9,9,160.0,0,0,0,1,1,0,26,0,0,5,5,5,11.0,0,0,5,5,5,14.8,0,10.8,1.4,1.74,Graduate
27415,1,1,6,9500,1,1,140.0,1,1,19,4,7,124.0,1,0,0,1,0,0,18,0,0,8,8,7,13.414285714285716,0,0,8,8,7,13.414285714285716,0,12.7,3.7,-1.7,Enrolled
27416,1,1,4,9500,1,1,137.0,1,19,38,9,8,126.4,1,0,0,1,0,1,20,0,0,7,7,7,14.901428571428571,0,0,8,10,8,14.094444444444443,0,15.5,2.8,-4.06,Graduate
27417,1,39,1,9147,1,1,100.0,1,37,37,9,9,115.0,1,0,0,1,1,0,30,0,0,5,10,3,11.666666666666666,0,0,5,8,3,11.0,0,7.6,2.6,0.32,Dropout
27418,1,1,1,9500,1,1,130.0,1,19,37,9,8,126.3,0,0,0,1,0,0,19,0,0,7,10,5,12.94,0,0,7,11,5,11.2,0,16.2,0.3,-0.92,Enrolled
27419,2,39,1,9991,0,1,110.0,1,37,37,9,10,130.0,0,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
27420,1,1,1,9238,1,1,125.0,1,19,1,4,5,121.5,1,0,0,1,0,1,21,0,0,6,8,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,9.4,-0.8,-3.12,Graduate
27421,1,1,1,9254,1,1,128.0,1,37,37,7,7,136.1,1,0,0,1,0,1,18,0,0,6,6,6,15.0,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
27422,2,39,1,9500,1,19,133.1,1,38,1,5,5,120.0,0,0,0,1,1,0,34,0,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,Dropout
27423,1,39,1,9254,1,1,140.0,1,19,37,9,9,130.0,0,0,0,1,1,0,24,0,0,6,7,6,12.833333333333334,0,0,6,10,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
27424,1,1,2,9773,1,1,140.0,1,38,38,9,9,125.5,1,0,0,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,7,6,12.428571428571429,0,9.4,-0.8,-3.12,Enrolled
27425,1,1,1,9773,1,1,131.0,1,19,19,9,3,122.3,1,0,0,1,0,0,18,0,0,6,8,5,12.8,0,0,6,10,5,12.8,0,16.2,0.3,-0.92,Graduate
27426,1,1,1,9773,1,1,141.0,1,1,19,4,4,127.7,0,0,0,1,1,1,18,0,0,6,6,6,13.833333333333334,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate
27427,1,1,3,9773,1,1,158.0,1,1,19,5,5,157.0,1,0,0,1,0,0,18,0,0,6,7,6,12.571428571428571,0,0,6,6,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
27428,1,17,4,9238,1,1,128.0,1,1,1,4,4,126.9,1,0,0,1,0,1,18,0,0,6,7,6,12.333333333333334,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,Graduate
27429,1,1,4,9147,1,1,122.0,1,19,19,5,7,116.4,1,0,0,1,0,1,18,0,0,5,7,5,13.4,0,0,5,5,5,12.2,0,11.1,0.6,2.02,Graduate
27430,1,17,3,9147,1,1,121.0,1,38,19,5,5,120.8,1,0,0,1,0,1,19,0,0,5,8,5,10.2,0,0,5,10,2,10.5,0,12.4,0.5,1.79,Enrolled
27431,2,39,1,9500,1,1,130.0,1,37,37,9,5,149.0,0,0,0,0,1,0,36,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout
27432,1,39,1,9085,1,12,133.1,1,37,37,6,6,103.0,0,0,0,1,0,0,26,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
27433,1,17,2,9500,1,1,136.0,1,1,1,4,9,128.5,1,0,0,1,0,0,18,0,0,7,7,6,12.766666666666666,0,0,7,7,6,12.766666666666666,0,7.6,2.6,0.32,Graduate
27434,1,17,3,9853,1,1,145.0,1,3,2,3,3,129.9,1,0,0,1,0,0,18,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Graduate
27435,1,1,4,9773,1,1,134.0,1,1,19,9,9,120.7,1,0,0,1,1,0,20,0,0,6,6,6,14.0,0,0,6,6,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
27436,1,17,3,9147,1,1,120.0,1,37,37,8,9,116.7,1,0,0,0,1,0,23,0,0,5,8,0,0.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
27437,1,1,3,9070,1,1,145.0,1,19,19,3,3,153.1,1,0,0,1,0,0,20,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
27438,1,17,6,9500,1,1,138.0,1,19,19,9,5,141.3,1,0,0,1,0,0,19,0,0,7,7,7,14.85,0,0,8,8,8,15.61111111111111,0,13.9,-0.3,0.79,Graduate
27439,1,1,1,9500,1,1,140.0,1,19,19,9,7,127.9,0,0,0,1,0,1,18,0,0,7,8,6,12.385714285714286,0,0,8,9,7,13.842857142857143,0,16.2,0.3,-0.92,Graduate
27440,1,1,1,9670,1,1,126.0,1,19,38,7,7,115.2,1,0,0,1,0,1,18,0,0,6,7,6,13.0,0,0,6,7,5,13.8,0,12.4,0.5,1.79,Graduate
27441,1,1,1,9119,1,1,127.0,1,3,3,2,2,115.0,0,0,0,1,1,0,18,0,0,5,14,1,14.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
27442,1,39,1,9254,1,1,133.1,1,38,38,9,9,100.0,0,0,0,1,1,0,24,0,0,6,10,4,12.0,0,0,6,9,4,11.0,0,16.2,0.3,-0.92,Enrolled
27443,1,51,1,9085,1,1,130.0,1,1,1,4,4,113.6,0,0,0,1,0,0,23,0,1,6,12,6,14.0,0,2,6,12,5,14.142857142857142,0,11.1,0.6,2.02,Enrolled
27444,1,17,4,9670,1,1,127.0,1,3,19,4,4,130.7,1,0,0,1,0,0,18,0,0,6,8,5,14.6,0,0,6,10,4,14.2,0,12.4,0.5,1.79,Graduate
27445,1,1,1,9773,1,1,140.0,1,38,19,5,5,131.6,1,0,0,1,0,0,18,0,0,6,6,6,13.5,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
27446,1,17,1,9254,1,1,129.0,1,37,19,9,8,125.2,1,0,0,1,1,1,19,0,0,6,6,6,13.166666666666666,0,0,6,7,6,13.333333333333334,0,7.6,2.6,0.32,Graduate
27447,1,17,1,9238,1,1,123.0,1,38,37,6,6,114.9,1,0,0,1,0,1,19,0,0,6,6,6,12.166666666666666,0,0,6,6,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
27448,1,17,5,9773,1,1,138.0,1,1,1,3,8,129.0,1,0,1,0,0,0,18,0,0,6,7,4,12.6,0,0,6,10,4,11.833333333333334,0,12.4,0.5,1.79,Dropout
27449,1,44,1,9003,1,39,130.0,1,37,37,4,9,130.0,0,0,0,1,1,0,23,0,0,6,13,5,12.0,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,Dropout
27450,1,1,1,9773,1,1,131.0,1,3,3,2,2,128.1,0,0,0,1,0,0,18,0,0,6,8,6,12.333333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Enrolled
27451,4,39,1,8014,0,1,120.0,1,37,37,9,4,95.0,0,0,0,1,0,0,48,0,0,6,6,5,11.0,0,0,6,8,5,12.4,0,15.5,2.8,-4.06,Enrolled
27452,1,17,5,9147,1,1,129.0,1,37,37,9,9,117.1,1,0,0,1,0,1,19,0,0,5,5,5,14.0,0,0,5,5,5,14.2,0,10.8,1.4,1.74,Graduate
27453,1,39,1,9500,1,12,133.1,1,37,37,9,7,113.7,0,0,0,1,0,0,26,0,0,7,16,2,11.5,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
27454,1,17,1,9254,1,1,122.0,1,1,1,9,8,126.1,0,0,0,1,0,0,21,0,0,6,11,5,10.8,0,0,6,11,6,11.0,0,15.5,2.8,-4.06,Enrolled
27455,1,17,1,9238,1,1,133.1,1,1,19,3,5,121.0,0,0,0,1,0,0,20,0,0,6,8,5,13.0,0,0,6,10,5,10.8,0,15.5,2.8,-4.06,Enrolled
27456,1,1,1,9085,1,1,130.0,1,34,38,90,90,116.3,0,0,0,1,0,0,23,0,0,5,5,5,12.0,0,0,5,7,4,11.5,0,7.6,2.6,0.32,Dropout
27457,1,1,2,9254,1,1,126.0,1,3,1,3,3,115.8,1,0,0,1,0,0,20,0,0,6,13,4,12.0,0,0,6,15,2,10.0,0,13.9,-0.3,0.79,Enrolled
27458,2,39,1,8014,0,19,133.0,1,37,38,9,9,111.3,0,0,0,1,0,0,45,0,5,9,15,9,12.416666666666666,0,0,7,9,7,11.375,0,15.5,2.8,-4.06,Graduate
27459,1,18,1,9500,1,1,124.0,1,1,38,4,9,115.2,1,0,0,1,0,1,20,0,0,8,8,7,13.971428571428572,0,0,8,8,7,13.971428571428572,0,10.8,1.4,1.74,Graduate
27460,1,17,3,9085,1,1,128.0,1,19,19,9,7,124.5,0,0,0,1,0,0,20,0,0,5,8,2,11.5,0,0,5,8,3,11.0,0,7.6,2.6,0.32,Enrolled
27461,2,39,1,9500,1,3,130.0,1,1,1,9,9,130.0,0,0,1,0,0,0,30,0,0,8,8,0,0.0,1,0,8,8,0,0.0,1,12.7,3.7,-1.7,Dropout
27462,1,44,1,9773,1,39,150.0,1,37,37,9,8,139.4,0,0,0,1,0,1,19,0,0,6,6,6,13.666666666666666,0,0,6,7,6,13.0,0,13.9,-0.3,0.79,Graduate
27463,1,44,1,9003,1,39,130.0,1,1,38,4,10,130.0,0,0,0,1,1,0,20,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.5,0,11.1,0.6,2.02,Dropout
27464,1,1,1,9238,1,1,136.0,1,19,38,9,8,140.4,0,0,0,1,0,0,19,0,0,6,8,6,13.375,0,0,6,7,6,14.285714285714286,0,16.2,0.3,-0.92,Graduate
27465,1,17,3,9147,1,1,125.0,1,1,1,5,4,122.1,0,0,0,1,1,0,19,0,0,5,6,5,12.4,0,0,5,7,4,12.75,0,8.9,1.4,3.51,Graduate
27466,1,44,1,9003,1,39,140.0,1,19,19,9,9,140.0,0,0,0,1,0,0,20,0,0,6,12,4,11.5,0,0,6,12,3,11.0,0,12.4,0.5,1.79,Enrolled
27467,1,39,1,9991,0,1,120.0,1,1,19,5,8,115.0,0,0,0,1,0,0,27,0,0,5,9,2,10.5,0,0,5,7,0,0.0,0,12.7,3.7,-1.7,Dropout
27468,1,17,2,9853,1,1,122.0,1,19,37,5,7,122.3,0,0,0,0,0,0,18,0,0,6,9,3,13.666666666666666,0,0,6,13,3,10.666666666666666,0,7.6,2.6,0.32,Dropout
27469,1,1,1,9238,1,1,136.0,1,19,19,4,7,137.7,0,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
27470,1,39,1,9853,1,12,133.1,1,34,34,0,0,128.2,1,0,0,1,0,0,28,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
27471,1,17,1,9773,1,1,125.0,1,19,19,4,4,120.5,1,0,0,1,0,0,18,0,0,6,7,6,13.833333333333334,0,0,6,7,6,13.285714285714286,0,12.4,0.5,1.79,Graduate
27472,1,1,1,9238,1,1,121.0,1,1,19,7,7,114.9,0,0,0,1,0,1,20,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
27473,1,39,1,9147,1,1,130.0,1,19,19,9,9,120.0,0,0,0,1,1,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
27474,1,1,1,9670,1,1,115.0,1,1,19,5,5,108.0,1,0,0,1,1,1,18,0,0,6,9,5,12.8,0,0,6,6,5,13.0,0,12.4,0.5,1.79,Dropout
27475,1,1,5,9130,1,1,126.0,1,4,1,4,1,124.3,1,0,0,1,0,0,19,0,0,6,9,6,12.333333333333334,1,0,6,11,3,12.0,0,13.9,-0.3,0.79,Enrolled
27476,1,43,1,9130,1,1,142.0,1,1,37,5,9,129.5,1,0,0,1,1,0,18,0,0,5,5,5,11.8,0,0,5,6,5,13.4,0,12.7,3.7,-1.7,Graduate
27477,1,1,1,9853,1,1,110.0,1,1,1,4,4,105.9,1,0,0,1,0,0,20,0,0,6,7,6,12.857142857142858,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduate
27478,1,17,5,9670,1,1,116.0,1,1,1,4,4,119.5,1,0,0,0,0,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
27479,1,17,3,9119,1,1,138.0,1,4,3,2,3,123.7,1,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,7,5,14.2,0,8.9,1.4,3.51,Graduate
27480,1,1,3,9500,1,1,145.0,1,37,38,9,7,130.0,1,0,0,1,0,0,18,0,0,8,8,8,13.76125,0,0,8,8,8,13.76125,0,9.4,-0.8,-3.12,Graduate
27481,1,39,1,9254,1,1,110.0,1,37,37,9,9,110.0,0,0,0,0,1,0,38,0,0,6,6,0,0.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,Dropout
27482,1,1,1,9500,1,1,144.0,1,3,3,3,3,137.5,0,0,0,1,0,0,18,0,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,10.8,1.4,1.74,Graduate
27483,1,1,1,9130,1,1,133.0,1,1,1,3,4,120.4,1,0,0,1,1,0,18,0,0,5,11,2,12.0,1,0,5,10,4,12.0,0,9.4,-0.8,-3.12,Enrolled
27484,1,1,1,9147,1,1,150.0,1,37,37,9,7,142.8,0,0,0,1,0,0,18,0,0,5,5,5,11.0,0,0,5,9,5,12.0,0,7.6,2.6,0.32,Graduate
27485,1,44,1,9003,1,39,120.0,1,37,37,9,7,120.0,0,0,0,1,1,0,20,0,0,6,12,4,12.0,0,0,6,10,3,12.0,0,16.2,0.3,-0.92,Enrolled
27486,1,1,2,9500,1,1,128.0,1,1,1,3,4,116.5,0,0,0,1,0,0,19,0,0,7,9,6,11.828571428571427,0,0,7,11,4,11.8125,0,13.9,-0.3,0.79,Enrolled
27487,1,43,3,9500,1,1,130.0,1,37,37,9,6,103.8,0,0,0,1,1,0,30,0,11,14,15,12,11.833333333333334,1,11,14,15,12,11.833333333333334,1,7.6,2.6,0.32,Dropout
27488,1,17,3,9500,1,1,140.0,1,37,37,6,7,126.3,1,0,0,1,0,1,18,0,0,7,8,6,13.39,0,0,8,9,7,12.91111111111111,0,15.5,2.8,-4.06,Graduate
27489,2,39,1,9254,1,1,133.1,1,37,38,3,3,98.5,0,0,0,1,1,0,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
27490,1,17,1,9238,1,1,135.0,1,19,19,4,4,145.9,0,0,0,1,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate
